"V1";"V2";"V3";"V4";"V5";"V6";"V7";"sil"
0.384874025516822;1;0.702107543064982;0.722670937195377;0.659770844253175;-0.315011481056257;0.273414376321353;0.659521384853853
0.423065154993662;1;0.721265411236307;0.714610867382724;0.7195027159448;-0.65511531776974;0.273414376321353;0.717827248309706
0.429126447672304;1;0.722514992808879;0.55146577137242;0.696463187345501;-0.0983717147820949;0.273414376321353;0.692885372366218
0.43500559953742;1;0.637168680816492;0.597156613372093;0.623988269907802;-0.0473947306516113;0.217625039821599;0.62146444981508
0.446573850820565;1;0.722514992808879;0.55146577137242;-0.182075966613874;-0.0567015107990223;0.273414376321353;-0.142056438922282
0.452256410720098;1;0.722514992808879;0.55146577137242;0.77237495505822;-0.105438327258776;0.0334097608909271;0.765009164567396
0.483849852660083;1;0.609904714316448;0.278482187036121;0.59330141632553;-0.524847494058702;0.273414376321353;0.592661301652524
0.498696726583393;1;0.693539530190318;0.722670937195377;0.659770844253175;-0.233929806906094;0.273414376321353;0.660493703331345
0.530559660272872;1;0.693539530190318;0.647524179160537;0.715607048235838;-0.284052620259517;0.0334097608909271;0.714608789121195
0.53773203013165;1;0.620917722923703;0.662254100781758;0.654891969991525;-0.302221084000745;0.253338937143925;0.655024814248014
0.540020155629834;1;0.702107543064982;0.717627955629075;0.732309574648163;-0.254960504043634;0.253338937143925;0.731737986881853
0.560586180887004;1;0.72039343848182;0.686304091845746;0.77247251547947;-0.269144840860659;0.273414376321353;0.770196209143541
-0.751984253401902;-0.870879120879121;-0.605206178591451;-0.842077758770623;-0.475185409275506;-0.707281884006022;-0.5027640106748;-0.471705347448438
0.562868014709406;1;0.721265411236307;0.714610867382724;0.769471261034277;-0.2298656163114;0.217625039821599;0.767637740676168
0.562868014709406;1;0.721265411236307;0.714610867382724;0.772081342096493;-0.449871090139612;0.217625039821599;0.769898767484959
0.562868014709406;1;0.30737740614929;0.712064465537622;0.633718786532227;-0.524847494058702;0.217625039821599;0.632004774177605
0.568202209662526;1;0.72039343848182;0.704300408273746;0.736242125047391;-0.317475597743351;0.253338937143925;0.735519763377408
0.574942927400944;1;0.721265411236307;0.675414426691026;0.623988269907802;-0.524847494058702;0.231214210587823;0.625360503470515
0.576499567818354;1;0.702107543064982;0.722670937195377;0.758331898444783;-0.254960504043634;0.273414376321353;0.75761212565712
0.579284976723326;1;0.721265411236307;0.699158374673816;0.754739221020401;-0.308952388337469;0.217625039821599;0.753833424765405
0.579284976723326;1;0.693539530190318;0.722670937195377;0.772906329875207;-0.215615444571017;0.253338937143925;0.770871948736548
-0.579284976723326;-1;-0.277218333927007;0.0398305084745761;0.298524944688887;-0.143511618921455;-0.273414376321353;0.293677575291361
-0.60088492937635;-0.0128205128205127;0.223232776649902;-0.714610867382724;-0.0181676179156711;-0.223921166488734;-0.402245618711268;-0.0104708314163184
0.590327147849138;1;0.609904714316448;0.719315245478036;0.688114880946028;-0.586440061037924;0.0334097608909271;0.686935122482303
0.590327147849138;1;0.721265411236307;0.686304091845746;0.688114880946028;-0.254960504043634;0.0334097608909271;0.687808007565276
0.591219875568663;1;0.609904714316448;0.647524179160537;0.633718786532227;-0.317475597743351;0.217625039821599;0.634040785908124
0.591219875568663;1;0.620917722923703;0.662254100781758;0.704888388110565;-0.284052620259517;-0.176397899289466;0.703833660899524
-0.591219875568663;-1;0.364269475769239;-0.0971674564989328;0.283306686169019;-0.385873605947956;-0.217625039821599;0.287898439392697
-0.591219875568663;-1;-0.255115495191831;-0.0669834896964234;-0.552362910149688;-0.254664281280806;-0.217625039821599;-0.536804583680132
0.591219875568663;1;0.189786842256694;0.362851845276841;0.409876645886252;-0.571726708789706;0.217625039821599;0.41244129385914
0.591219875568663;1;0.30737740614929;0.433717173235151;0.772747093023256;-0.336635030198447;0.217625039821599;0.765711621520976
0.592055564226627;1;0.609904714316448;-0.124481106403867;0.752430341584581;-0.586440061037924;0.231214210587823;0.749282561233025
0.59240909128381;1;0.643882378352738;0.686304091845746;0.658649299895718;-0.217482100238664;0.253338937143925;0.658878994275745
0.592226424829503;1;0.534105888467085;0.675414426691026;0.560657889189855;-0.312631027253669;-0.832195121951219;0.561179113185521
-0.605157462205058;-1;0.178372112540125;0.0669834896964234;-0.298986252920072;-0.372668344995738;-0.402245618711268;-0.293085729382253
0.590898967835882;1;0.30737740614929;0.712064465537622;0.370416063731573;-0.475917667782838;0.253338937143925;0.37871162114507
0.589454510509671;1;0.30737740614929;0.647524179160537;0.578712997514955;-0.475917667782838;0.231214210587823;0.578332513159008
0.588450185967095;1;0.609904714316448;0.722670937195377;0.740562531190738;-0.2298656163114;0.253338937143925;0.739168635383449
0.587162505459634;1;0.637168680816492;0.086502199874293;0.469849390919158;-0.175069973565542;0.273414376321353;0.472891713146341
0.585582746122155;1;0.30737740614929;0.647524179160537;0.428361872693011;-0.653551246979893;0.231214210587823;0.432249209247077
0.58370182334316;1;0.721265411236307;0.699158374673816;0.77237495505822;-0.206271001725547;0.253338937143925;0.770344622328067
0.58370182334316;1;0.702107543064982;0.722670937195377;0.772906329875207;-0.376558561302001;0.231214210587823;0.771300316660453
0.581239053586287;1;-0.130031125898895;-0.542095716285838;-0.37902501677692;-0.312631027253669;0.217625039821599;-0.36861723820015
0.581239053586287;1;0.126206452798971;0.647524179160537;0.242261309024965;-0.302221084000745;0.217625039821599;0.251976538410038
0.575047305133369;1;0.637168680816492;0.714610867382724;0.590948931955581;-0.312631027253669;0.273414376321353;0.593178564985219
0.571570953962981;1;0.189786842256694;0.362851845276841;0.390572024231533;-0.586440061037924;0.253338937143925;0.39375845149826
0.563815234158978;1;0.609904714316448;-0.336588223806269;0.709530590470685;-0.188479448374675;-0.176397899289466;0.704599867885848
0.563815234158978;1;0.693539530190318;0.647524179160537;0.76651893166011;-0.294801609582632;-0.176397899289466;0.765025233480569
-0.563815234158978;-1;0.542519174904387;-0.00840336134453782;0.296575233513563;-0.381994470620303;-0.231214210587823;0.301741583463978
0.540821920615646;1;0.721265411236307;0.607406369664705;0.684582786722322;-0.320272980987266;-0.405290391218144;0.684039805847111
0.540821920615646;1;0.721265411236307;0.607406369664705;0.684582786722322;-0.318501326259947;-0.320021441972662;0.684060048035123
0.540821920615646;1;0.30737740614929;0.433717173235151;0.463322405393194;-0.615447616279838;0.253338937143925;0.464825666861182
-0.546058139534883;-1;0.277218333927007;-0.206185567010309;-0.264707792668333;-0.464935474593411;-0.393401162790698;-0.251477954914545
