"V1";"V2";"V3";"V4";"V5";"sil"
0.724358974358974;-0.522522522522523;-0.302083333333333;-0.558558558558559;-0.459016393442623;0.628191374497713
0.751479289940828;-0.12987012987013;-0.224489795918367;-0.546511627906977;-0.583333333333333;0.646278288461598
0.724358974358974;-0.0972222222222221;-0.202702702702703;-0.176666666666667;-0.0666666666666666;0.677151512284703
0.678321678321678;-0.253333333333334;-0.449453551912568;-0.402298850574713;-0.264966740576497;0.634052698316005
0.607692307692308;-0.0985915492957746;-0.261538461538462;-0.145943562610229;-0.0520833333333333;0.560657191151027
0.504273504273504;-0.541353383458647;-0.202702702702703;-0.378698224852071;-0.140495867768595;0.467840494175552
0.355769230769231;-0.435294117647059;-0.261538461538462;-0.546266233766234;-0.161764705882353;0.356950228625567
0.142857142857143;-0.413743736578382;-0.495689655172414;-0.546266233766234;-0.492317541613316;0.207377264624914
0.142857142857143;0.376518218623482;-0.354166666666667;0.267543859649123;0.340659340659341;0.217443976556184
0.355769230769231;0.194805194805194;-0.283602150537634;0.334862385321101;0.340659340659341;0.371479221539794
0.504273504273504;0.403377110694184;-0.283602150537634;0.319444444444444;0.340659340659341;0.492219621553136
0.607692307692308;0.403377110694184;-0.284591194968553;0.336405529953917;0.340659340659341;0.571285710580618
0.678321678321678;-0.567796610169492;-0.118464052287582;-0.612546125461255;-0.469026548672566;0.593896625919416
0.724358974358974;-0.25609756097561;-0.39344262295082;-0.370815138282387;-0.315217391304348;0.674428624791043
0.741538461538462;-0.46875;-0.39344262295082;-0.656658326383097;-0.475806451612903;0.658421291808441
0.712374581939799;0.403377110694184;-0.213333333333333;0.0511388053287497;-0.195402298850575;0.671048481067193
0.663003663003663;-0.46875;-0.118464052287582;-0.626006904487917;-0.469026548672566;0.566808843341043
0.587044534412955;0.412587412587413;-0.283602150537634;0.319444444444444;0.340659340659341;0.545803309087649
0.475113122171946;0.396449704142012;-0.5;0.294117647058824;0.29;0.453036230701023
0.312820512820513;0.376518218623482;-0.354166666666667;0.336405529953917;0.340659340659341;0.318088025543773
0.0769230769230769;0.413461538461539;-0.426470588235294;0.319444444444444;0.340659340659341;0.125063862647842
0.214285714285714;-0.561929595827901;-0.159340659340659;-0.451409800164249;-0.435399551904406;0.129677838849743
0.416666666666667;-0.555244755244755;0.00219298245614053;-0.440222428174235;-0.384615384615384;0.331953955565343
0.555555555555556;-0.444270015698587;-0.00248138957816355;-0.487953555878084;-0.491884262526464;0.445339160208212
0.65;-0.528641571194763;-0.619909502262443;-0.407239819004525;-0.384615384615385;0.584113218311709
0.712121212121212;-0.561929595827901;-0.342105263157895;-0.271493212669683;-0.195402298850575;0.629164285811956
0.75;-0.328671328671329;-0.627791563275434;-0.483076923076923;-0.384615384615385;0.687406427307034
0.739130434782609;-0.51131221719457;-0.627791563275434;-0.666127466839211;-0.480033984706882;0.644859752278456
0.698412698412698;-0.314685314685315;-0.0769230769230766;-0.571304095265757;-0.529667936853566;0.56934199337568
0.631578947368421;-0.210944395410415;-0.472527472527473;-0.414295628036086;-0.614100185528757;0.468043829271269
0.529411764705882;-0.314685314685315;-0.446428571428571;-0.592250372578242;-0.480033984706882;0.406230282305826
0.377777777777778;-0.391162029459902;-0.00248138957816355;-0.487953555878084;-0.491884262526464;0.290501909871283
0.153846153846154;-0.36013986013986;-0.0358974358974361;-0.429024583663759;-0.491884262526464;0.13607864620387
0.153846153846154;-0.216783216783217;-0.0399999999999999;-0.138461538461539;-0.0612777053455016;0.203611123435816
0.377777777777778;-0.364102564102564;-0.0399999999999999;-0.212007504690432;-0.0612777053455016;0.387069399502763
0.529411764705882;-0.230769230769231;-0.273322422258592;-0.138461538461539;-0.245937161430119;0.51252882861207
0.631578947368421;-0.264423076923077;-0.301455301455301;-0.219512195121951;-0.144055944055944;0.606235387784839
0.698412698412698;-0.25296442687747;-0.0399999999999999;-0.267418712674187;-0.402870813397129;0.653732646890462
0.739130434782609;-0.264423076923077;0.0344202898550722;-0.370347773032337;-0.402870813397129;0.688543560064414
0.739130434782609;-0.364102564102564;0.0344202898550722;-0.613412228796844;-0.57396449704142;0.614624575978526
0.698412698412698;-0.597802197802198;-0.122320302648171;-0.601108033240997;-0.621164962205425;0.550667448540687
0.631578947368421;-0.282828282828283;0.0480769230769234;-0.180307692307692;-0.0612777053455016;0.577728442247983
0.529411764705882;-0.264423076923077;-0.204244031830239;-0.212007504690432;-0.0612777053455016;0.483568832954571
0.377777777777778;-0.266968325791855;0.118217054263566;-0.368712505768343;-0.31699604743083;0.344121630347967
0.153846153846154;-0.211302211302212;-0.204244031830239;-0.303163796555867;-0.144055944055944;0.169344833329249
0.153846153846154;-0.372666168782674;-0.172413793103448;-0.536363636363636;-0.304545454545455;0.0933733654114357
0.377777777777778;-0.464019851116625;-0.216783216783217;-0.411157024793388;-0.16083916083916;0.305137854728414
0.529411764705882;-0.558185404339251;-0.172413793103448;-0.556923076923077;-0.538461538461538;0.455533653258462
0.631578947368421;-0.528050896471949;-0.172413793103448;-0.544303797468354;-0.480769230769231;0.541876941172484
0.698412698412698;-0.457013574660633;-0.279069767441861;-0.544303797468354;-0.538461538461538;0.595210860280146
0.739130434782609;-0.422459893048128;-0.172413793103448;-0.365750528541226;-0.174447174447174;0.663161207150132
0.76;-0.289124668435013;0.0219907407407407;-0.189655172413793;0.0140845070422535;0.714755882456584
0.765432098765432;-0.289124668435013;-0.0153846153846155;-0.353846153846154;-0.0620347394540941;0.727737711614592
0.758620689655172;-0.321594068582021;-0.0153846153846155;-0.191358024691358;-0.0620347394540941;0.726974379493013
0.741935483870968;-0.28822984244671;-0.216783216783217;-0.232692307692307;-0.136476426799008;0.711565995323479
0.717171717171717;-0.257783312577833;-0.320388349514563;-0.355681818181818;-0.590909090909091;0.635100907249467
0.685714285714286;-0.419508326724821;-0.228571428571429;-0.536363636363636;-0.304545454545455;0.655464002540253
