"V1";"V2";"V3";"V4";"V5";"sil"
0.675675675675676;-0.550847457627119;-0.203125;-0.368421052631579;-0.44954128440367;0.634782301524787
0.705494505494506;-0.344632768361582;-0.297297297297297;-0.34765625;-0.44954128440367;0.646098071342373
0.72960372960373;-0.444444444444445;-0.377777777777778;-0.559471365638766;-0.387755102040816;0.68684852821344
0.746898263027295;-0.487394957983193;-0.375;-0.454128440366972;-0.355555555555556;0.707732767340089
0.755968169761273;-0.490196078431372;-0.377777777777778;-0.561181434599156;-0.387096774193548;0.702878411915522
0.754985754985755;-0.37962962962963;-0.190613026819923;-0.30320813771518;-0.204545454545455;0.702992918827692
0.741538461538462;-0.487394957983193;-0.218992248062016;-0.624350649350649;-0.625277161862528;0.659487861456484
0.712374581939799;-0.53448275862069;-0.314814814814815;-0.545081967213115;-0.493506493506494;0.635835070847506
0.663003663003663;-0.301226551226551;-0.297297297297297;-0.604990118577075;-0.625277161862528;0.515472154686203
0.587044534412955;-0.419354838709677;-0.230263157894737;-0.3875;-0.44954128440367;0.496592530995026
0.475113122171946;-0.431192660550459;-0.212962962962963;-0.34765625;-0.333333333333333;0.407201541944543
0.312820512820513;-0.503649635036496;-0.230263157894737;-0.387234042553191;-0.44954128440367;0.277335833560519
0.0769230769230769;-0.544715447154472;-0.203125;-0.387234042553191;-0.225806451612903;0.0972845324703926
0.214285714285714;-0.337278106508876;-0.330316742081448;0.0458057395143488;-0.190532544378698;0.240362330836138
0.416666666666667;-0.412587412587413;0.0884955752212388;0.0560428849902535;-0.0140845070422535;0.394747198804877
0.555555555555556;-0.463068181818182;-0.448979591836735;-0.36094674556213;-0.173363949483352;0.523497218704333
0.65;-0.142857142857143;-0.466666666666667;-0.0628302994715206;-0.176331360946746;0.623731833069505
0.712121212121212;-0.156043956043956;-0.076923076923077;-0.305153445280834;-0.495601173020528;0.674039425203843
0.75;-0.446153846153846;-0.466666666666667;-0.321446765155374;-0.295742232451093;0.712612675845645
0.75;-0.45819397993311;-0.076923076923077;-0.305153445280834;-0.409625668449198;0.698645565503605
0.712121212121212;-0.401709401709402;-0.466666666666667;-0.432973805855162;-0.495601173020528;0.642314685285418
0.65;-0.330024813895781;-0.388059701492537;-0.483870967741936;-0.485364193328795;0.547351927978982
0.555555555555556;-0.396449704142012;-0.388059701492537;-0.494589061128985;-0.549718574108818;0.47263543463935
0.416666666666667;-0.403377110694184;-0.388611388611388;-0.483870967741936;-0.485364193328795;0.34598057703247
0.214285714285714;-0.380566801619434;0.0674157303370789;0.000586854460093895;-0.0140845070422535;0.185730097038344
0.0769230769230769;0.058823529411764;-0.315789473684211;-0.0999999999999999;-0.059701492537313;0.0661687153698977
0.312820512820513;-0.466666666666667;-0.309523809523809;-0.5125;-0.555555555555556;0.260015319847267
0.475113122171946;-0.313609467455622;-0.358974358974359;-0.5125;-0.555555555555556;0.394403052812756
0.587044534412955;0.058823529411764;-0.284591194968554;-0.505119453924915;-0.5;0.506556046485283
0.663003663003663;-0.464912280701754;-0.0734649122807019;-0.0363720073664825;-0.0151515151515149;0.612751336713761
0.712374581939799;0.0972222222222219;-0.315789473684211;-0.25531914893617;-0.0909090909090908;0.673143348557428
0.741538461538462;-0.0428571428571427;-0.0923076923076924;-0.0279680365296803;-0.0937500000000003;0.709526353058192
0.724358974358974;-0.4;-0.358974358974359;-0.143884892086331;-0.0937500000000003;0.691283760578125
0.678321678321678;-0.427272727272727;-0.0923076923076924;-0.54978354978355;-0.255892255892256;0.611821173042433
0.607692307692308;-0.351851851851852;-0.300347222222222;-0.358441558441558;-0.486685032139578;0.565185832538824
0.504273504273504;0.0972222222222219;-0.363636363636364;-0.31055900621118;-0.486685032139578;0.473211965338403
0.355769230769231;-0.200000000000001;-0.315789473684211;-0.358441558441558;-0.255892255892256;0.33184340811908
0.142857142857143;-0.383838383838384;-0.300347222222222;-0.25531914893617;-0.0909090909090908;0.130956505605302
0.142857142857143;0.266968325791855;0.00979020979020988;0.105494505494505;0.0612777053455016;0.140923951001336
0.355769230769231;0.307692307692308;0.183023872679045;0.257035647279549;0.059701492537313;0.339701426058739
0.504273504273504;0.307692307692308;0.0399999999999999;0.24953095684803;0.123076923076923;0.480138036247539
0.607692307692308;0.167493796526054;0.183023872679045;-0.415882967607106;-0.537549407114625;0.562232378601605
0.678321678321678;0.264423076923077;0.0399999999999999;0.2;-0.237054085155351;0.642364921863012
0.724358974358974;-0.227722772277228;-0.116228070175439;-0.400527009222661;-0.512265512265512;0.658270524955243
0.751479289940828;-0.582191780821918;-0.0564516129032261;-0.599455040871935;-0.55625;0.644433987830767
0.724358974358974;-0.504424778761062;-0.234195402298851;-0.587301587301587;-0.597315436241611;0.616798567844829
0.678321678321678;-0.058823529411764;0.183023872679045;0.212007504690432;0.0937500000000003;0.645221656549255
0.607692307692308;0.266968325791855;-0.193262411347518;0.257035647279549;0.016393442622951;0.5797294346904
0.504273504273504;-0.0724971231300342;0.186390532544379;0.24953095684803;0.0937500000000003;0.485366910508562
0.355769230769231;0.307692307692308;0.186390532544379;0.257035647279549;0.123076923076923;0.35250335391313
0.142857142857143;0.0895522388059705;0.124260355029586;0.0628302994715206;-0.0151515151515149;0.162978553836641
0.142857142857143;-0.436363636363636;-0.5;-0.529411764705882;-0.467289719626168;0.102724057193317
0.355769230769231;-0.553719008264463;-0.254587155963303;-0.529411764705882;-0.452830188679245;0.295682694549898
0.504273504273504;-0.474137931034483;-0.493150684931507;-0.566514566514567;-0.554396423248882;0.4308290439959
0.607692307692308;-0.370168753402286;-0.5;-0.611000284981476;-0.647218453188602;0.513503496248822
0.678321678321678;-0.207486631016043;-0.118217054263566;-0.507049100631988;-0.599856836077309;0.547185038195792
0.724358974358974;-0.436851738865162;-0.403061224489796;-0.566514566514567;-0.595693779904306;0.638061537027865
0.730769230769231;-0.448484848484848;-0.226190476190476;-0.650558743581999;-0.510971786833856;0.615095746772042
0.699300699300699;-0.595419847328244;-0.118217054263566;-0.469314079422383;-0.466101694915254;0.610032796968444
0.646153846153846;-0.558441558441558;-0.145833333333333;-0.425855513307985;-0.52;0.576203662112619
0.564102564102564;-0.588235294117647;-0.145833333333333;-0.470588235294118;-0.426086956521739;0.514486288256303
0.442307692307692;-0.588235294117647;-0.300347222222222;-0.403973509933775;-0.52;0.420288877945591
0.263736263736264;-0.436974789915966;-0.135593220338983;-0.426116838487973;-0.52;0.290846455243473
0;-0.449197860962567;-0.254587155963303;-0.426116838487973;-0.466101694915254;0.122305836095333
0.285714285714286;-0.46007326007326;-0.0709459459459459;-0.249479166666667;-0.401500938086304;0.290323762997197
0.477272727272727;-0.416839916839917;-0.200354609929078;-0.289230769230769;-0.0983606557377049;0.476077273865074
0.606060606060606;-0.0290037831021438;-0.0434782608695653;0.421150278293135;0.448416751787538;0.608981965180999
0.690909090909091;0.227722772277228;-0.0434782608695653;0.391184573002755;0.474260679079956;0.684202850735898
0.743801652892562;-0.385531135531136;-0.183023872679045;0.129668780831571;0.366233766233766;0.722373001950186
0.772727272727273;0.263955342902711;-0.0833333333333337;0.431449631449631;0.402870813397129;0.755398250546142
0.743801652892562;0.172727272727273;-0.155701754385965;0.431449631449631;0.474260679079956;0.730250451577519
0.690909090909091;-0.167493796526054;-0.183023872679045;0.415882967607106;0.474260679079956;0.679665189725596
0.606060606060606;0.209090909090909;-0.183023872679045;0.351778656126482;0.293213828425096;0.592921214598348
0.477272727272727;0.263955342902711;-0.0480769230769234;0.348484848484849;0.474260679079956;0.487902980707212
0.285714285714286;-0.675374939525883;-0.0434782608695653;-0.66497461928934;-0.719507012324692;0.110053102537286
0;-0.275280898876405;-0.5;-0.215447154471545;-0.29;0.112683954545044
0.263736263736264;-0.504424778761062;0.076923076923077;-0.319444444444444;-0.340659340659341;0.27044226485889
0.442307692307692;-0.504424778761062;0.0678733031674206;-0.319444444444444;-0.29;0.393824045557015
0.564102564102564;-0.54040404040404;-0.377659574468085;-0.625418060200669;-0.512820512820513;0.455012644479748
0.646153846153846;-0.350235421948569;-0.5;-0.553368075661069;-0.715224534501643;0.448077343049285
0.699300699300699;-0.567375886524823;-0.564705882352941;-0.694238900634249;-0.632678132678133;0.580996039728572
0.730769230769231;-0.440491875274484;-0.5;-0.703774032755756;-0.488188976377953;0.598536150041698
0.724358974358974;-0.602941176470588;-0.0344202898550722;-0.721544209215442;-0.637734125171311;0.59708538770721
0.678321678321678;-0.457627118644068;0.0903010033444815;-0.319444444444444;-0.258426966292134;0.59059715816546
0.607692307692308;-0.395973154362416;0.0769230769230766;-0.198443579766537;-0.340659340659341;0.529043823828382
0.504273504273504;-0.543103448275862;-0.118217054263566;-0.334862385321101;-0.233333333333333;0.456844901453034
0.355769230769231;-0.305389221556886;-0.236742424242424;-0.267543859649123;-0.340659340659341;0.334694191892748
0.142857142857143;-0.537190082644628;-0.118217054263566;-0.294117647058824;-0.340659340659341;0.176887319199629
0.142857142857143;-0.386068476977568;-0.449453551912568;-0.421052631578947;-0.161764705882353;0.187404712217865
0.355769230769231;-0.0972222222222221;-0.553571428571428;-0.146286231884058;-0.159420289855072;0.328624107357922
0.504273504273504;-0.237701692247147;-0.508771929824561;-0.352569169960474;-0.481447124304267;0.426874022196785
0.607692307692308;-0.152777777777778;-0.383333333333334;-0.405964405964406;-0.389172625127681;0.553412676531494
0.678321678321678;-0.261904761904761;-0.254385964912281;-0.53968253968254;-0.459016393442623;0.581489286651318
