INTEGER;CATEGORICAL;STRING;DOUBLE
#;Estado;Nome Município;Valor
1501;MATO GROSSO DO SUL;BATAGUASSU;1417971
1502;MATO GROSSO DO SUL;BATAYPORA;833052
1503;MATO GROSSO DO SUL;BELA VISTA;2567147
1504;MATO GROSSO DO SUL;BONITO;1184816
1505;MATO GROSSO DO SUL;BRASILANDIA;563562
1506;MATO GROSSO DO SUL;CAMAPUA;1050154
1507;MATO GROSSO DO SUL;CAMPO GRANDE;28331281
1508;MATO GROSSO DO SUL;CARACOL;591461
1509;MATO GROSSO DO SUL;CAARAPO;1900598
1510;MATO GROSSO DO SUL;CASSILANDIA;1279591
1511;MATO GROSSO DO SUL;CORGUINHO;344083
1512;MATO GROSSO DO SUL;CORUMBA;6956204
1513;MATO GROSSO DO SUL;COXIM;2598425
1514;MATO GROSSO DO SUL;DOURADOS;8326139
1515;MATO GROSSO DO SUL;FATIMA DO SUL;1138831
1516;MATO GROSSO DO SUL;GLORIA DE DOURADOS;601387
1517;MATO GROSSO DO SUL;GUIA LOPES DA LAGUNA;1149258
1518;MATO GROSSO DO SUL;IGUATEMI;929873
1519;MATO GROSSO DO SUL;INOCENCIA;440227
1520;MATO GROSSO DO SUL;ITAPORA;677789
1521;MATO GROSSO DO SUL;IVINHEMA;1186034
1522;MATO GROSSO DO SUL;JARAGUARI;353020
1523;MATO GROSSO DO SUL;JARDIM;1965628
1524;MATO GROSSO DO SUL;JATEI;288114
1525;MATO GROSSO DO SUL;LADARIO;1695573
1526;MATO GROSSO DO SUL;MARACAJU;1796890
1527;MATO GROSSO DO SUL;MIRANDA;2918853
1528;MATO GROSSO DO SUL;NAVIRAI;1908773
1529;MATO GROSSO DO SUL;NIOAQUE;1484204
1530;MATO GROSSO DO SUL;NOVA ANDRADINA;2937152
1531;MATO GROSSO DO SUL;PARANAIBA;2214148
1532;MATO GROSSO DO SUL;PEDRO GOMES;666211
1533;MATO GROSSO DO SUL;PONTA PORA;7324248
1534;MATO GROSSO DO SUL;PORTO MURTINHO;1599681
1535;MATO GROSSO DO SUL;RIBAS DO RIO PARDO;1101492
1536;MATO GROSSO DO SUL;RIO BRILHANTE;1461348
1537;MATO GROSSO DO SUL;RIO NEGRO;276462
1538;MATO GROSSO DO SUL;RIO VERDE DE MATO GROSSO;1456309
1539;MATO GROSSO DO SUL;ROCHEDO;338631
1540;MATO GROSSO DO SUL;SIDROLANDIA;3309144
1541;MATO GROSSO DO SUL;TERENOS;1045934
1542;MATO GROSSO DO SUL;TRES LAGOAS;2961765
1543;MATO GROSSO DO SUL;ANGELICA;794648
1544;MATO GROSSO DO SUL;ARAL MOREIRA;932043
1545;MATO GROSSO DO SUL;ELDORADO;982298
1546;MATO GROSSO DO SUL;DEODAPOLIS;884485
1547;MATO GROSSO DO SUL;MUNDO NOVO;1371707
1548;MATO GROSSO DO SUL;VICENTINA;492926
1549;MATO GROSSO DO SUL;PARANHOS;1875133
1550;MATO GROSSO DO SUL;SANTA RITA DO PARDO;373183
1551;MATO GROSSO DO SUL;SONORA;984719
1552;MATO GROSSO DO SUL;CHAPADAO DO SUL;680297
1553;MATO GROSSO DO SUL;DOIS IRMAOS DO BURITI;1393012
1554;MATO GROSSO DO SUL;BODOQUENA;861755
1555;MATO GROSSO DO SUL;COSTA RICA;1351661
1556;MATO GROSSO DO SUL;DOURADINA;306359
1557;MATO GROSSO DO SUL;ITAQUIRAI;1749142
1558;MATO GROSSO DO SUL;SAO GABRIEL DO OESTE;1167230
1559;MATO GROSSO DO SUL;SELVIRIA;411105
1560;MATO GROSSO DO SUL;SETE QUEDAS;772559
1561;MATO GROSSO DO SUL;TACURU;1495457
1562;MATO GROSSO DO SUL;TAQUARUSSU;299943
1563;MATO GROSSO DO SUL;JUTI;581166
1564;MATO GROSSO DO SUL;CORONEL SAPUCAIA;1571759
1565;MINAS GERAIS;ALTO CAPARAO;462099
1566;MINAS GERAIS;ANGELANDIA;1253030
1567;MINAS GERAIS;ARICANDUVA;727984
1568;MINAS GERAIS;BERIZAL;648474
1569;MINAS GERAIS;BONITO DE MINAS;1541415
1570;MINAS GERAIS;BRASILANDIA DE MINAS;1404826
1571;MINAS GERAIS;BUGRE;421394
1572;MINAS GERAIS;CABECEIRA GRANDE;673007
1573;MINAS GERAIS;CAMPO AZUL;636887
1574;MINAS GERAIS;CANTAGALO;514617
1575;MINAS GERAIS;CATAS ALTAS;217936
1576;MINAS GERAIS;CATUTI;731764
1577;MINAS GERAIS;CHAPADA GAUCHA;1532284
1578;MINAS GERAIS;CONEGO MARINHO;1110292
1579;MINAS GERAIS;CONFINS;292980
1580;MINAS GERAIS;CORREGO FUNDO;242881
1581;MINAS GERAIS;CRISOLITA;976858
1582;MINAS GERAIS;CUPARAQUE;509441
1583;MINAS GERAIS;CURRAL DE DENTRO;956817
1584;MINAS GERAIS;DELTA;396844
1585;MINAS GERAIS;DIVISA ALEGRE;882556
1586;MINAS GERAIS;DOM BOSCO;468059
1587;MINAS GERAIS;FRANCISCOPOLIS;856033
1588;MINAS GERAIS;FREI LAGONEGRO;510845
1589;MINAS GERAIS;FRUTA DE LEITE;1015155
1590;MINAS GERAIS;GAMELEIRAS;806095
1591;MINAS GERAIS;GLAUCILANDIA;400425
1592;MINAS GERAIS;GOIABEIRA;342715
1593;MINAS GERAIS;GOIANA;214469
1594;MINAS GERAIS;GUARACIAMA;730621
1595;MINAS GERAIS;IBIRACATU;934728
1596;MINAS GERAIS;IMBE DE MINAS;969947
1597;MINAS GERAIS;INDAIABIRA;1054785
1598;MINAS GERAIS;JAPONVAR;1418897
1599;MINAS GERAIS;JENIPAPO DE MINAS;1012255
1600;MINAS GERAIS;JOSE GONCALVES DE MINAS;618650
1601;MINAS GERAIS;JOSE RAYDAN;517172
1602;MINAS GERAIS;JOSENOPOLIS;830444
1603;MINAS GERAIS;JUVENILIA;913371
1604;MINAS GERAIS;LEME DO PRADO;638967
1605;MINAS GERAIS;LUISBURGO;638005
1606;MINAS GERAIS;LUISLANDIA;986765
1607;MINAS GERAIS;MARIO CAMPOS;562461
1608;MINAS GERAIS;MARTINS SOARES;686385
1609;MINAS GERAIS;MIRAVANIA;841814
1610;MINAS GERAIS;MONTE FORMOSO;682841
1611;MINAS GERAIS;NAQUE;602057
1612;MINAS GERAIS;NATALANDIA;439338
1613;MINAS GERAIS;NINHEIRA;1657419
1614;MINAS GERAIS;NOVA BELEM;541885
1615;MINAS GERAIS;NOVA PORTEIRINHA;981440
1616;MINAS GERAIS;NOVO ORIENTE DE MINAS;1564217
1617;MINAS GERAIS;NOVORIZONTE;688364
1618;MINAS GERAIS;OLHOS-D'AGUA;713330
1619;MINAS GERAIS;ORATORIOS;232241
1620;MINAS GERAIS;ORIZANIA;1034132
1621;MINAS GERAIS;PADRE CARVALHO;967271
1622;MINAS GERAIS;PAI PEDRO;886705
1623;MINAS GERAIS;PATIS;838488
1624;MINAS GERAIS;PEDRA BONITA;1059912
1625;MINAS GERAIS;PERIQUITO;947317
1626;MINAS GERAIS;PIEDADE DE CARATINGA;677326
1627;MINAS GERAIS;PINGO D'AGUA;377872
1628;MINAS GERAIS;PINTOPOLIS;1279436
1629;MINAS GERAIS;PONTO CHIQUE;637575
1630;MINAS GERAIS;PONTO DOS VOLANTES;1810282
1631;MINAS GERAIS;REDUTO;473543
1632;MINAS GERAIS;ROSARIO DA LIMEIRA;388011
1633;MINAS GERAIS;SANTA BARBARA DO MONTE VERDE;295581
1634;MINAS GERAIS;SANTA CRUZ DE MINAS;400327
1635;MINAS GERAIS;SANTA CRUZ DE SALINAS;791894
1636;MINAS GERAIS;SANTA HELENA DE MINAS;791465
1637;MINAS GERAIS;SANTO ANTONIO DO RETIRO;1254655
1638;MINAS GERAIS;SAO DOMINGOS DAS DORES;711897
1639;MINAS GERAIS;SAO FELIX DE MINAS;518561
1640;MINAS GERAIS;SAO GERALDO DO BAIXIO;430117
1641;MINAS GERAIS;SAO JOAO DA LAGOA;698223
1642;MINAS GERAIS;SAO JOAO DAS MISSOES;2073378
1643;MINAS GERAIS;SAO JOAO DO PACUI;633244
1644;MINAS GERAIS;SAO JOAQUIM DE BICAS;1970271
1645;MINAS GERAIS;SAO JOSE DA BARRA;266167
1646;MINAS GERAIS;SAO SEBASTIAO DA VARGEM ALEGRE;302927
1647;MINAS GERAIS;SAO SEBASTIAO DO ANTA;837369
1648;MINAS GERAIS;SARZEDO;606768
1649;MINAS GERAIS;SETUBINHA;1796488
1650;MINAS GERAIS;SEM-PEIXE;303800
1651;MINAS GERAIS;SERRANOPOLIS DE MINAS;716902
1652;MINAS GERAIS;TAPARUBA;457303
1653;MINAS GERAIS;TOCOS DO MOJI;164567
1654;MINAS GERAIS;UNIAO DE MINAS;209026
1655;MINAS GERAIS;URUANA DE MINAS;447461
1656;MINAS GERAIS;VARGEM ALEGRE;784214
1657;MINAS GERAIS;VARGEM GRANDE DO RIO PARDO;703957
1658;MINAS GERAIS;VARJAO DE MINAS;515926
1659;MINAS GERAIS;VERDELANDIA;1278100
1660;MINAS GERAIS;VEREDINHA;716252
1661;MINAS GERAIS;VERMELHO NOVO;586527
1662;MINAS GERAIS;SAO JOSE DA LAPA;848163
1663;MINAS GERAIS;CAPITAO ANDRADE;580805
1664;MINAS GERAIS;CATUJI;1145089
1665;MINAS GERAIS;JAMPRUCA;672209
1666;MINAS GERAIS;DIVISOPOLIS;1353996
1667;MINAS GERAIS;MATA VERDE;1242812
1668;MINAS GERAIS;PALMOPOLIS;996637
1669;MINAS GERAIS;ENTRE-FOLHAS;694129
1670;MINAS GERAIS;IPABA;1573644
1671;MINAS GERAIS;SANTA BARBARA DO LESTE;916611
1672;MINAS GERAIS;SANTA RITA DE MINAS;460977
1673;MINAS GERAIS;UBAPORANGA;1342290
1674;MINAS GERAIS;SANTANA DO PARAISO;2231763
1675;MINAS GERAIS;DURANDE;796287
1676;MINAS GERAIS;SAO JOAO DO MANHUACU;1296039
1677;MINAS GERAIS;SAO JOAO DO MANTENINHA;508420
1678;MINAS GERAIS;ALFREDO VASCONCELOS;434100
1679;MINAS GERAIS;FERVEDOURO;1560618
1680;MINAS GERAIS;CARNEIRINHO;740982
1681;MINAS GERAIS;LIMEIRA DO OESTE;138447
1682;MINAS GERAIS;SENADOR AMARAL;567732
1683;MINAS GERAIS;JUATUBA;1482511
1684;MINAS GERAIS;ICARAI DE MINAS;1565079
1685;MINAS GERAIS;LONTRA;1246432
1686;MINAS GERAIS;MONTEZUMA;788293
1687;MINAS GERAIS;URUCUIA;1492247
1688;MINAS GERAIS;JAIBA;4684214
1689;MINAS GERAIS;MAMONAS;810927
1690;MINAS GERAIS;MATIAS CARDOSO;1351195
1691;MINAS GERAIS;PEDRAS DE MARIA DA CRUZ;1768460
1692;MINAS GERAIS;RIACHINHO;1070921
1693;MINAS GERAIS;ARAPORA;326061
1694;MINAS GERAIS;LAGOA GRANDE;910047
1695;MINAS GERAIS;ABADIA DOS DOURADOS;503299
1696;MINAS GERAIS;ABAETE;1163672
1697;MINAS GERAIS;ABRE CAMPO;1252923
1698;MINAS GERAIS;ACAIACA;429632
1699;MINAS GERAIS;ACUCENA;1278149
1700;MINAS GERAIS;AGUA BOA;2429941
1701;MINAS GERAIS;AGUA COMPRIDA;82024
1702;MINAS GERAIS;AGUANIL;212788
1703;MINAS GERAIS;AGUAS FORMOSAS;2513853
1704;MINAS GERAIS;AGUAS VERMELHAS;1833912
1705;MINAS GERAIS;AIMORES;2235377
1706;MINAS GERAIS;AIURUOCA;236687
1707;MINAS GERAIS;ALAGOA;249677
1708;MINAS GERAIS;ALBERTINA;92381
1709;MINAS GERAIS;ALEM PARAIBA;2124063
1710;MINAS GERAIS;ALFENAS;3685165
1711;MINAS GERAIS;ALMENARA;4789652
1712;MINAS GERAIS;ALPERCATA;764187
1713;MINAS GERAIS;ALPINOPOLIS;763249
1714;MINAS GERAIS;ALTEROSA;698050
1715;MINAS GERAIS;ALTO RIO DOCE;1536030
1716;MINAS GERAIS;ALVARENGA;657568
1717;MINAS GERAIS;ALVINOPOLIS;1220135
1718;MINAS GERAIS;ALVORADA DE MINAS;545261
1719;MINAS GERAIS;AMPARO DA SERRA;559420
1720;MINAS GERAIS;ANDRADAS;1448110
1721;MINAS GERAIS;CACHOEIRA DE PAJEU;1299514
1722;MINAS GERAIS;ANDRELANDIA;1038462
1723;MINAS GERAIS;ANTONIO CARLOS;675692
1724;MINAS GERAIS;ANTONIO DIAS;951306
1725;MINAS GERAIS;ANTONIO PRADO DE MINAS;148268
1726;MINAS GERAIS;ARACAI;163055
1727;MINAS GERAIS;ARACITABA;194508
1728;MINAS GERAIS;ARACUAI;4860496
1729;MINAS GERAIS;ARAGUARI;4178774
1730;MINAS GERAIS;ARANTINA;293075
1731;MINAS GERAIS;ARAPONGA;824883
1732;MINAS GERAIS;ARAPUA;118873
1733;MINAS GERAIS;ARAUJOS;131106
1734;MINAS GERAIS;ARAXA;2928417
1735;MINAS GERAIS;ARCEBURGO;286665
1736;MINAS GERAIS;ARCOS;1080279
1737;MINAS GERAIS;AREADO;478839
1738;MINAS GERAIS;ARGIRITA;245307
1739;MINAS GERAIS;ARINOS;2564122
1740;MINAS GERAIS;ASTOLFO DUTRA;555341
1741;MINAS GERAIS;ATALEIA;2170874
1742;MINAS GERAIS;AUGUSTO DE LIMA;538092
1743;MINAS GERAIS;BAEPENDI;1422674
1744;MINAS GERAIS;BALDIM;693259
1745;MINAS GERAIS;BAMBUI;789166
1746;MINAS GERAIS;BANDEIRA;800352
1747;MINAS GERAIS;BANDEIRA DO SUL;161278
1748;MINAS GERAIS;BARAO DE COCAIS;1511695
1749;MINAS GERAIS;BARAO DE MONTE ALTO;445202
1750;MINAS GERAIS;BARBACENA;6306338
1751;MINAS GERAIS;BARRA LONGA;705390
1752;MINAS GERAIS;TRES MARIAS;1510108
1753;MINAS GERAIS;BARROSO;1330711
1754;MINAS GERAIS;BELA VISTA DE MINAS;701533
1755;MINAS GERAIS;BELMIRO BRAGA;244212
1756;MINAS GERAIS;BELO HORIZONTE;75569964
1757;MINAS GERAIS;BELO ORIENTE;1628962
1758;MINAS GERAIS;BELO VALE;604027
1759;MINAS GERAIS;BERILO;1695345
1760;MINAS GERAIS;BERTOPOLIS;755240
1761;MINAS GERAIS;BETIM;19153377
1762;MINAS GERAIS;BIAS FORTES;431869
1763;MINAS GERAIS;BICAS;845597
1764;MINAS GERAIS;BIQUINHAS;154664
1765;MINAS GERAIS;BOA ESPERANCA;3137212
1766;MINAS GERAIS;BOCAINA DE MINAS;376720
1767;MINAS GERAIS;BOCAIUVA;4727680
1768;MINAS GERAIS;BOM DESPACHO;1762279
1769;MINAS GERAIS;BOM JARDIM DE MINAS;678638
1770;MINAS GERAIS;BOM JESUS DA PENHA;159673
1771;MINAS GERAIS;BOM JESUS DO AMPARO;280514
1772;MINAS GERAIS;BOM JESUS DO GALHO;2276420
1773;MINAS GERAIS;BOM REPOUSO;957228
1774;MINAS GERAIS;BOM SUCESSO;1033028
1775;MINAS GERAIS;BONFIM;748931
1776;MINAS GERAIS;BONFINOPOLIS DE MINAS;660535
1777;MINAS GERAIS;BORDA DA MATA;631071
1778;MINAS GERAIS;BOTELHOS;845522
1779;MINAS GERAIS;BOTUMIRIM;1128984
1780;MINAS GERAIS;BRASILIA DE MINAS;4485018
1781;MINAS GERAIS;BRAS PIRES;621452
1782;MINAS GERAIS;BRAUNAS;521940
1783;MINAS GERAIS;BRASOPOLIS;1153064
1784;MINAS GERAIS;BRUMADINHO;1612758
1785;MINAS GERAIS;BUENO BRANDAO;919970
1786;MINAS GERAIS;BUENOPOLIS;973395
1787;MINAS GERAIS;BURITIS;2699460
1788;MINAS GERAIS;BURITIZEIRO;3570995
1789;MINAS GERAIS;CABO VERDE;668614
1790;MINAS GERAIS;CACHOEIRA DA PRATA;129136
1791;MINAS GERAIS;CACHOEIRA DE MINAS;455719
1792;MINAS GERAIS;CACHOEIRA DOURADA;122543
1793;MINAS GERAIS;CAETANOPOLIS;487465
1794;MINAS GERAIS;CAETE;2266760
1795;MINAS GERAIS;CAIANA;248864
1796;MINAS GERAIS;CAJURI;390214
1797;MINAS GERAIS;CALDAS;585155
1798;MINAS GERAIS;CAMACHO;248203
1799;MINAS GERAIS;CAMANDUCAIA;973005
1800;MINAS GERAIS;CAMBUI;489129
1801;MINAS GERAIS;CAMBUQUIRA;697194
1802;MINAS GERAIS;CAMPANARIO;419018
1803;MINAS GERAIS;CAMPANHA;790332
1804;MINAS GERAIS;CAMPESTRE;802652
1805;MINAS GERAIS;CAMPINA VERDE;1528063
1806;MINAS GERAIS;CAMPO BELO;3018524
1807;MINAS GERAIS;CAMPO DO MEIO;1083588
1808;MINAS GERAIS;CAMPO FLORIDO;521825
1809;MINAS GERAIS;CAMPOS ALTOS;766143
1810;MINAS GERAIS;CAMPOS GERAIS;2273260
1811;MINAS GERAIS;CANAA;403238
1812;MINAS GERAIS;CANAPOLIS;444924
1813;MINAS GERAIS;CANA VERDE;605126
1814;MINAS GERAIS;CANDEIAS;909364
1815;MINAS GERAIS;CAPARAO;564025
1816;MINAS GERAIS;CAPELA NOVA;365399
1817;MINAS GERAIS;CAPELINHA;4254821
1818;MINAS GERAIS;CAPETINGA;639491
1819;MINAS GERAIS;CAPIM BRANCO;425217
1820;MINAS GERAIS;CAPINOPOLIS;981139
1821;MINAS GERAIS;CAPITAO ENEAS;1691380
1822;MINAS GERAIS;CAPITOLIO;319720
1823;MINAS GERAIS;CAPUTIRA;1314743
1824;MINAS GERAIS;CARAI;3525689
1825;MINAS GERAIS;CARANAIBA;267023
1826;MINAS GERAIS;CARANDAI;1599784
1827;MINAS GERAIS;CARANGOLA;2630765
1828;MINAS GERAIS;CARATINGA;5711490
1829;MINAS GERAIS;CARBONITA;1002328
1830;MINAS GERAIS;CAREACU;364901
1831;MINAS GERAIS;CARLOS CHAGAS;2142358
1832;MINAS GERAIS;CARMESIA;249264
1833;MINAS GERAIS;CARMO DA CACHOEIRA;1008471
1834;MINAS GERAIS;CARMO DA MATA;754096
1835;MINAS GERAIS;CARMO DE MINAS;1047981
1836;MINAS GERAIS;CARMO DO CAJURU;707242
1837;MINAS GERAIS;CARMO DO PARANAIBA;1136714
1838;MINAS GERAIS;CARMO DO RIO CLARO;631447
1839;MINAS GERAIS;CARMOPOLIS DE MINAS;657922
1840;MINAS GERAIS;CARRANCAS;188226
1841;MINAS GERAIS;CARVALHOPOLIS;232730
1842;MINAS GERAIS;CARVALHOS;383778
1843;MINAS GERAIS;CASA GRANDE;103407
1844;MINAS GERAIS;CASCALHO RICO;112080
1845;MINAS GERAIS;CASSIA;1042440
1846;MINAS GERAIS;CONCEICAO DA BARRA DE MINAS;337886
1847;MINAS GERAIS;CATAGUASES;2538217
1848;MINAS GERAIS;CATAS ALTAS DA NORUEGA;445401
1849;MINAS GERAIS;CAXAMBU;1298532
1850;MINAS GERAIS;CEDRO DO ABAETE;107133
1851;MINAS GERAIS;CENTRAL DE MINAS;951099
1852;MINAS GERAIS;CENTRALINA;1130287
1853;MINAS GERAIS;CHACARA;197043
1854;MINAS GERAIS;CHALE;614183
1855;MINAS GERAIS;CHAPADA DO NORTE;2274870
1856;MINAS GERAIS;CHIADOR;236559
1857;MINAS GERAIS;CIPOTANEA;968603
1858;MINAS GERAIS;CLARAVAL;472692
1859;MINAS GERAIS;CLARO DOS POCOES;1156282
1860;MINAS GERAIS;CLAUDIO;1144827
1861;MINAS GERAIS;COIMBRA;483655
1862;MINAS GERAIS;COLUNA;1327342
1863;MINAS GERAIS;COMENDADOR GOMES;216680
1864;MINAS GERAIS;COMERCINHO;1426988
1865;MINAS GERAIS;CONCEICAO DA APARECIDA;448549
1866;MINAS GERAIS;CONCEICAO DAS PEDRAS;242393
1867;MINAS GERAIS;CONCEICAO DAS ALAGOAS;1130148
1868;MINAS GERAIS;CONCEICAO DE IPANEMA;602830
1869;MINAS GERAIS;CONCEICAO DO MATO DENTRO;2602855
1870;MINAS GERAIS;CONCEICAO DO PARA;312947
1871;MINAS GERAIS;CONCEICAO DO RIO VERDE;1104527
1872;MINAS GERAIS;CONCEICAO DOS OUROS;305020
1873;MINAS GERAIS;CONGONHAL;339872
1874;MINAS GERAIS;CONGONHAS;2027558
1875;MINAS GERAIS;CONGONHAS DO NORTE;840007
1876;MINAS GERAIS;CONQUISTA;287669
1877;MINAS GERAIS;CONSELHEIRO LAFAIETE;3520246
1878;MINAS GERAIS;CONSELHEIRO PENA;1535105
1879;MINAS GERAIS;CONSOLACAO;198340
1880;MINAS GERAIS;CONTAGEM;22005860
1881;MINAS GERAIS;COQUEIRAL;827048
1882;MINAS GERAIS;CORACAO DE JESUS;4062500
1883;MINAS GERAIS;CORDISBURGO;450760
1884;MINAS GERAIS;CORDISLANDIA;318218
1885;MINAS GERAIS;CORINTO;2401012
1886;MINAS GERAIS;COROACI;1174473
1887;MINAS GERAIS;COROMANDEL;1626012
1888;MINAS GERAIS;CORONEL FABRICIANO;5511916
1889;MINAS GERAIS;CORONEL MURTA;1394180
1890;MINAS GERAIS;CORONEL PACHECO;90906
1891;MINAS GERAIS;CORONEL XAVIER CHAVES;124909
1892;MINAS GERAIS;CORREGO DANTA;174956
1893;MINAS GERAIS;CORREGO DO BOM JESUS;177024
1894;MINAS GERAIS;CORREGO NOVO;423197
1895;MINAS GERAIS;COUTO DE MAGALHAES DE MINAS;468008
1896;MINAS GERAIS;CRISTAIS;347867
1897;MINAS GERAIS;CRISTALIA;1045936
1898;MINAS GERAIS;CRISTIANO OTONI;353186
1899;MINAS GERAIS;CRISTINA;705675
1900;MINAS GERAIS;CRUCILANDIA;430825
1901;MINAS GERAIS;CRUZEIRO DA FORTALEZA;315679
1902;MINAS GERAIS;CRUZILIA;1113670
1903;MINAS GERAIS;CURVELO;4944207
1904;MINAS GERAIS;DATAS;663649
1905;MINAS GERAIS;DELFIM MOREIRA;548392
1906;MINAS GERAIS;DELFINOPOLIS;239409
1907;MINAS GERAIS;DESCOBERTO;137184
1908;MINAS GERAIS;DESTERRO DE ENTRE RIOS;461139
1909;MINAS GERAIS;DESTERRO DO MELO;352182
1910;MINAS GERAIS;DIAMANTINA;3887956
1911;MINAS GERAIS;DIOGO DE VASCONCELOS;586518
1912;MINAS GERAIS;DIONISIO;826982
1913;MINAS GERAIS;DIVINESIA;141434
1914;MINAS GERAIS;DIVINO;2445505
1915;MINAS GERAIS;DIVINO DAS LARANJEIRAS;508901
1916;MINAS GERAIS;DIVINOLANDIA DE MINAS;932730
1917;MINAS GERAIS;DIVINOPOLIS;4085054
1918;MINAS GERAIS;DIVISA NOVA;342292
1919;MINAS GERAIS;DOM CAVATI;537331
1920;MINAS GERAIS;DOM JOAQUIM;631238
1921;MINAS GERAIS;DOM SILVERIO;266226
1922;MINAS GERAIS;DOM VICOSO;156060
1923;MINAS GERAIS;DONA EUZEBIA;197478
1924;MINAS GERAIS;DORES DE CAMPOS;260643
1925;MINAS GERAIS;DORES DE GUANHAES;526314
1926;MINAS GERAIS;DORES DO INDAIA;1216379
1927;MINAS GERAIS;DORES DO TURVO;459744
1928;MINAS GERAIS;DORESOPOLIS;161517
1929;MINAS GERAIS;DOURADOQUARA;193417
1930;MINAS GERAIS;ELOI MENDES;924955
1931;MINAS GERAIS;ENGENHEIRO CALDAS;882932
1932;MINAS GERAIS;ENGENHEIRO NAVARRO;1002354
1933;MINAS GERAIS;ENTRE RIOS DE MINAS;1057314
1934;MINAS GERAIS;ERVALIA;1828795
1935;MINAS GERAIS;ESMERALDAS;4895237
1936;MINAS GERAIS;ESPERA FELIZ;2263598
1937;MINAS GERAIS;ESPINOSA;4055112
1938;MINAS GERAIS;ESPIRITO SANTO DO DOURADO;179033
1939;MINAS GERAIS;ESTIVA;352376
1940;MINAS GERAIS;ESTRELA DALVA;174803
1941;MINAS GERAIS;ESTRELA DO INDAIA;160710
1942;MINAS GERAIS;ESTRELA DO SUL;334914
1943;MINAS GERAIS;EUGENOPOLIS;1009624
1944;MINAS GERAIS;EWBANK DA CAMARA;359586
1945;MINAS GERAIS;EXTREMA;524818
1946;MINAS GERAIS;FAMA;92032
1947;MINAS GERAIS;FARIA LEMOS;316905
1948;MINAS GERAIS;FELICIO DOS SANTOS;834891
1949;MINAS GERAIS;SAO GONCALO DO RIO PRETO;426524
1950;MINAS GERAIS;FELISBURGO;957754
1951;MINAS GERAIS;FELIXLANDIA;1383964
1952;MINAS GERAIS;FERNANDES TOURINHO;291667
1953;MINAS GERAIS;FERROS;972877
1954;MINAS GERAIS;FLORESTAL;305766
1955;MINAS GERAIS;FORMIGA;2262318
1956;MINAS GERAIS;FORMOSO;1014437
1957;MINAS GERAIS;FORTALEZA DE MINAS;174418
1958;MINAS GERAIS;FORTUNA DE MINAS;228902
1959;MINAS GERAIS;FRANCISCO BADARO;1071742
1960;MINAS GERAIS;FRANCISCO DUMONT;694737
1961;MINAS GERAIS;FRANCISCO SA;3254456
1962;MINAS GERAIS;FREI GASPAR;902048
1963;MINAS GERAIS;FREI INOCENCIO;1010154
1964;MINAS GERAIS;FRONTEIRA;518331
1965;MINAS GERAIS;FRUTAL;2122869
1966;MINAS GERAIS;FUNILANDIA;461264
1967;MINAS GERAIS;GALILEIA;498443
1968;MINAS GERAIS;GONCALVES;137272
1969;MINAS GERAIS;GONZAGA;754016
1970;MINAS GERAIS;GOUVEA;887848
1971;MINAS GERAIS;GOVERNADOR VALADARES;15995305
1972;MINAS GERAIS;GRAO MOGOL;1531601
1973;MINAS GERAIS;GRUPIARA;79461
1974;MINAS GERAIS;GUANHAES;2123457
1975;MINAS GERAIS;GUAPE;1066142
1976;MINAS GERAIS;GUARACIABA;1381183
1977;MINAS GERAIS;GUARANESIA;720034
1978;MINAS GERAIS;GUARANI;460106
1979;MINAS GERAIS;GUARARA;344406
1980;MINAS GERAIS;GUARDA-MOR;514377
1981;MINAS GERAIS;GUAXUPE;1868511
1982;MINAS GERAIS;GUIDOVAL;373428
1983;MINAS GERAIS;GUIMARANIA;501422
1984;MINAS GERAIS;GUIRICEMA;633804
1985;MINAS GERAIS;GURINHATA;539919
1986;MINAS GERAIS;HELIODORA;371202
1987;MINAS GERAIS;IAPU;1118956
1988;MINAS GERAIS;IBERTIOGA;454357
1989;MINAS GERAIS;IBIA;1069482
1990;MINAS GERAIS;IBIAI;1129559
1991;MINAS GERAIS;IBIRACI;323349
1992;MINAS GERAIS;IBIRITE;8068260
1993;MINAS GERAIS;IBITIURA DE MINAS;124427
1994;MINAS GERAIS;IBITURUNA;212043
1995;MINAS GERAIS;IGARAPE;1482369
1996;MINAS GERAIS;IGARATINGA;351436
1997;MINAS GERAIS;IGUATAMA;562424
1998;MINAS GERAIS;IJACI;302300
1999;MINAS GERAIS;ILICINEA;798181
2000;MINAS GERAIS;INCONFIDENTES;346982
2001;MINAS GERAIS;INDIANOPOLIS;428162
2002;MINAS GERAIS;INGAI;186723
2003;MINAS GERAIS;INHAPIM;2709525
2004;MINAS GERAIS;INHAUMA;511720
2005;MINAS GERAIS;INIMUTABA;682256
2006;MINAS GERAIS;IPANEMA;1778532
2007;MINAS GERAIS;IPATINGA;9676970
2008;MINAS GERAIS;IPIACU;307906
2009;MINAS GERAIS;IPUIUNA;650602
2010;MINAS GERAIS;IRAI DE MINAS;430580
2011;MINAS GERAIS;ITABIRA;2665413
2012;MINAS GERAIS;ITABIRINHA DE MANTENA;1367512
2013;MINAS GERAIS;ITABIRITO;1126245
2014;MINAS GERAIS;ITACAMBIRA;782241
2015;MINAS GERAIS;ITACARAMBI;2629219
2016;MINAS GERAIS;ITAGUARA;455373
2017;MINAS GERAIS;ITAIPE;1465845
2018;MINAS GERAIS;ITAJUBA;3212416
