INTEGER;CATEGORICAL;STRING;DOUBLE
#;Estado;Nome Município;Valor
4243;RIO GRANDE DO SUL;PANAMBI;866193
4244;RIO GRANDE DO SUL;PARAI;30071
4245;RIO GRANDE DO SUL;PASSO FUNDO;4963928
4246;RIO GRANDE DO SUL;PEDRO OSORIO;799185
4247;RIO GRANDE DO SUL;PEJUCARA;171122
4248;RIO GRANDE DO SUL;PELOTAS;14983317
4249;RIO GRANDE DO SUL;PINHEIRO MACHADO;1250190
4250;RIO GRANDE DO SUL;PIRATINI;2015027
4251;RIO GRANDE DO SUL;PLANALTO;1231186
4252;RIO GRANDE DO SUL;PORTAO;725997
4253;RIO GRANDE DO SUL;PORTO ALEGRE;41699263
4254;RIO GRANDE DO SUL;PORTO LUCENA;393464
4255;RIO GRANDE DO SUL;PORTO XAVIER;1414761
4256;RIO GRANDE DO SUL;PUTINGA;169745
4257;RIO GRANDE DO SUL;QUARAI;1938661
4258;RIO GRANDE DO SUL;REDENTORA;1509373
4259;RIO GRANDE DO SUL;RESTINGA SECA;1251656
4260;RIO GRANDE DO SUL;RIO GRANDE;8057714
4261;RIO GRANDE DO SUL;RIO PARDO;3312977
4262;RIO GRANDE DO SUL;ROCA SALES;111522
4263;RIO GRANDE DO SUL;RODEIO BONITO;449703
4264;RIO GRANDE DO SUL;ROLANTE;627629
4265;RIO GRANDE DO SUL;RONDA ALTA;673321
4266;RIO GRANDE DO SUL;RONDINHA;127609
4267;RIO GRANDE DO SUL;ROQUE GONZALES;786524
4268;RIO GRANDE DO SUL;ROSARIO DO SUL;3141073
4269;RIO GRANDE DO SUL;SALVADOR DO SUL;34788
4270;RIO GRANDE DO SUL;SANANDUVA;478783
4271;RIO GRANDE DO SUL;SANTA BARBARA DO SUL;431685
4272;RIO GRANDE DO SUL;SANTA CRUZ DO SUL;3859898
4273;RIO GRANDE DO SUL;SANTA MARIA;11466286
4274;RIO GRANDE DO SUL;SANTANA DA BOA VISTA;1066490
4275;RIO GRANDE DO SUL;SANTANA DO LIVRAMENTO;7697079
4276;RIO GRANDE DO SUL;SANTA ROSA;3554754
4277;RIO GRANDE DO SUL;SANTA VITORIA DO PALMAR;1808243
4278;RIO GRANDE DO SUL;SANTIAGO;2883980
4279;RIO GRANDE DO SUL;SANTO ANGELO;5115729
4280;RIO GRANDE DO SUL;SANTO ANTONIO DA PATRULHA;1752252
4281;RIO GRANDE DO SUL;SANTO ANTONIO DAS MISSOES;1174890
4282;RIO GRANDE DO SUL;SANTO AUGUSTO;960250
4283;RIO GRANDE DO SUL;SANTO CRISTO;562123
4284;RIO GRANDE DO SUL;SAO BORJA;5661854
4285;RIO GRANDE DO SUL;SAO FRANCISCO DE ASSIS;2091402
4286;RIO GRANDE DO SUL;SAO FRANCISCO DE PAULA;1446255
4287;RIO GRANDE DO SUL;SAO GABRIEL;4035311
4288;RIO GRANDE DO SUL;SAO JERONIMO;1256298
4289;RIO GRANDE DO SUL;SAO JOSE DO NORTE;3167391
4290;RIO GRANDE DO SUL;SAO JOSE DO OURO;341195
4291;RIO GRANDE DO SUL;SAO LEOPOLDO;8840914
4292;RIO GRANDE DO SUL;SAO LOURENCO DO SUL;1937253
4293;RIO GRANDE DO SUL;SAO LUIZ GONZAGA;2531783
4294;RIO GRANDE DO SUL;SAO MARCOS;431997
4295;RIO GRANDE DO SUL;SAO MARTINHO;277868
4296;RIO GRANDE DO SUL;SAO NICOLAU;831934
4297;RIO GRANDE DO SUL;SAO PAULO DAS MISSOES;686993
4298;RIO GRANDE DO SUL;SAO PEDRO DO SUL;1048593
4299;RIO GRANDE DO SUL;SAO SEBASTIAO DO CAI;732793
4300;RIO GRANDE DO SUL;SAO SEPE;1710680
4301;RIO GRANDE DO SUL;SAO VALENTIM;177648
4302;RIO GRANDE DO SUL;SAPIRANGA;4659124
4303;RIO GRANDE DO SUL;SAPUCAIA DO SUL;4012057
4304;RIO GRANDE DO SUL;SARANDI;1076642
4305;RIO GRANDE DO SUL;SEBERI;1030318
4306;RIO GRANDE DO SUL;SELBACH;152866
4307;RIO GRANDE DO SUL;SERAFINA CORREA;148651
4308;RIO GRANDE DO SUL;SERTAO;326471
4309;RIO GRANDE DO SUL;SEVERIANO DE ALMEIDA;69380
4310;RIO GRANDE DO SUL;CAPAO DA CANOA;2056730
4311;RIO GRANDE DO SUL;SOBRADINHO;800204
4312;RIO GRANDE DO SUL;SOLEDADE;1811775
4313;RIO GRANDE DO SUL;TAPEJARA;476397
4314;RIO GRANDE DO SUL;TAPERA;344604
4315;RIO GRANDE DO SUL;TAPES;1155702
4316;RIO GRANDE DO SUL;TAQUARA;2293308
4317;RIO GRANDE DO SUL;TAQUARI;855944
4318;RIO GRANDE DO SUL;TENENTE PORTELA;1321757
4319;RIO GRANDE DO SUL;TORRES;1020815
4320;RIO GRANDE DO SUL;TRAMANDAI;1482309
4321;RIO GRANDE DO SUL;TRES COROAS;238120
4322;RIO GRANDE DO SUL;TRES DE MAIO;1085950
4323;RIO GRANDE DO SUL;TRES PASSOS;1295587
4324;RIO GRANDE DO SUL;TRIUNFO;1469108
4325;RIO GRANDE DO SUL;TUCUNDUVA;170901
4326;RIO GRANDE DO SUL;TUPANCIRETA;1532668
4327;RIO GRANDE DO SUL;TUPARENDI;357240
4328;RIO GRANDE DO SUL;URUGUAIANA;8232946
4329;RIO GRANDE DO SUL;VACARIA;2251881
4330;RIO GRANDE DO SUL;VENANCIO AIRES;3083552
4331;RIO GRANDE DO SUL;VERA CRUZ;1137968
4332;RIO GRANDE DO SUL;VERANOPOLIS;227366
4333;RIO GRANDE DO SUL;VIADUTOS;279129
4334;RIO GRANDE DO SUL;VIAMAO;13023340
4335;RIO GRANDE DO SUL;VICENTE DUTRA;445903
4336;RIO GRANDE DO SUL;PALMARES DO SUL;498386
4337;RIO GRANDE DO SUL;VICTOR GRAEFF;42030
4338;RIO GRANDE DO SUL;TAVARES;519568
4339;RIO GRANDE DO SUL;CAPAO DO LEAO;1611149
4340;RIO GRANDE DO SUL;SALTO DO JACUI;1221044
4341;RIO GRANDE DO SUL;COTIPORA;27899
4342;RIO GRANDE DO SUL;TEUTONIA;111516
4343;RIO GRANDE DO SUL;BOM PRINCIPIO;55010
4344;RIO GRANDE DO SUL;PAROBE;1410042
4345;RIO GRANDE DO SUL;FORTALEZA DOS VALOS;251401
4346;RIO GRANDE DO SUL;JOIA;790803
4347;RONDÔNIA;GUAJARA-MIRIM;4524620
4348;RONDÔNIA;ALTO ALEGRE DOS PARECIS;1572164
4349;RONDÔNIA;PORTO VELHO;25723692
4350;RONDÔNIA;BURITIS;3705550
4351;RONDÔNIA;JI-PARANA;6370304
4352;RONDÔNIA;CHUPINGUAIA;455464
4353;RONDÔNIA;ARIQUEMES;5219150
4354;RONDÔNIA;CUJUBIM;1427175
4355;RONDÔNIA;CACOAL;5878589
4356;RONDÔNIA;NOVA UNIAO;609473
4357;RONDÔNIA;PIMENTA BUENO;1972972
4358;RONDÔNIA;PARECIS;465532
4359;RONDÔNIA;VILHENA;3467856
4360;RONDÔNIA;PIMENTEIRAS DO OESTE;230866
4361;RONDÔNIA;JARU;4203933
4362;RONDÔNIA;PRIMAVERA DE RONDONIA;394020
4363;RONDÔNIA;OURO PRETO DO OESTE;2515135
4364;RONDÔNIA;SAO FELIPE D'OESTE;713352
4365;RONDÔNIA;PRESIDENTE MEDICI;1888988
4366;RONDÔNIA;SAO FRANCISCO DO GUAPORE;1602449
4367;RONDÔNIA;COSTA MARQUES;1687220
4368;RONDÔNIA;TEIXEIROPOLIS;427158
4369;RONDÔNIA;COLORADO DO OESTE;1269316
4370;RONDÔNIA;VALE DO ANARI;1126294
4371;RONDÔNIA;ESPIGAO D'OESTE;3047484
4372;RONDÔNIA;CEREJEIRAS;1250354
4373;RONDÔNIA;ROLIM DE MOURA;4368924
4374;RONDÔNIA;ALTA FLORESTA D'OESTE;1943855
4375;RONDÔNIA;ALVORADA D'OESTE;2615312
4376;RONDÔNIA;CABIXI;489428
4377;RONDÔNIA;MACHADINHO D'OESTE;2990613
4378;RONDÔNIA;NOVA BRASILANDIA D'OESTE;2172633
4379;RONDÔNIA;SANTA LUZIA D'OESTE;914770
4380;RONDÔNIA;SAO MIGUEL DO GUAPORE;2347594
4381;RONDÔNIA;NOVA MAMORE;2588386
4382;RONDÔNIA;ALTO PARAISO;2399747
4383;RONDÔNIA;CACAULANDIA;504509
4384;RONDÔNIA;CAMPO NOVO DE RONDONIA;1463235
4385;RONDÔNIA;CANDEIAS DO JAMARI;1585329
4386;RONDÔNIA;ITAPUA DO OESTE;1084520
4387;RONDÔNIA;MONTE NEGRO;1709964
4388;RONDÔNIA;RIO CRESPO;279709
4389;RONDÔNIA;NOVO HORIZONTE DO OESTE;913090
4390;RONDÔNIA;CASTANHEIRAS;371034
4391;RONDÔNIA;GOVERNADOR JORGE TEIXEIRA;1524347
4392;RONDÔNIA;MINISTRO ANDREAZZA;1183637
4393;RONDÔNIA;MIRANTE DA SERRA;1486166
4394;RONDÔNIA;SERINGUEIRAS;1534029
4395;RONDÔNIA;THEOBROMA;1285880
4396;RONDÔNIA;URUPA;1679672
4397;RONDÔNIA;VALE DO PARAISO;987396
4398;RONDÔNIA;CORUMBIARA;1026327
4399;RORAIMA;AMAJARI;1218024
4400;RORAIMA;CANTA;2444947
4401;RORAIMA;CAROEBE;1495125
4402;RORAIMA;IRACEMA;1201993
4403;RORAIMA;PACARAIMA;1633933
4404;RORAIMA;RORAINOPOLIS;3891952
4405;RORAIMA;UIRAMUTA;1745327
4406;RORAIMA;BOA VISTA;28782641
4407;RORAIMA;CARACARAI;3175113
4408;RORAIMA;ALTO ALEGRE;2026926
4409;RORAIMA;BONFIM;2124647
4410;RORAIMA;MUCAJAI;2527182
4411;RORAIMA;NORMANDIA;1510227
4412;RORAIMA;SAO JOAO DA BALIZA;1030826
4413;RORAIMA;SAO LUIZ;1062179
4414;SANTA CATARINA;ALTO BELA VISTA;38740
4415;SANTA CATARINA;BALNEARIO ARROIO DO SILVA;496809
4416;SANTA CATARINA;BALNEARIO GAIVOTA;442800
4417;SANTA CATARINA;BANDEIRANTE;211496
4418;SANTA CATARINA;BARRA BONITA;86288
4419;SANTA CATARINA;BELA VISTA DO TOLDO;483600
4420;SANTA CATARINA;BOCAINA DO SUL;167740
4421;SANTA CATARINA;BOM JESUS;214210
4422;SANTA CATARINA;BOM JESUS DO OESTE;108748
4423;SANTA CATARINA;BRUNOPOLIS;319549
4424;SANTA CATARINA;CAPAO ALTO;218874
4425;SANTA CATARINA;CHAPADAO DO LAGEADO;155657
4426;SANTA CATARINA;CUNHATAI;43209
4427;SANTA CATARINA;ENTRE RIOS;440388
4428;SANTA CATARINA;ERMO;117231
4429;SANTA CATARINA;FLOR DO SERTAO;108205
4430;SANTA CATARINA;FREI ROGERIO;196961
4431;SANTA CATARINA;IBIAM;54732
4432;SANTA CATARINA;IOMERE;7181
4433;SANTA CATARINA;JUPIA;99014
4434;SANTA CATARINA;LUZERNA;58335
4435;SANTA CATARINA;PAIAL;116038
4436;SANTA CATARINA;PAINEL;212790
4437;SANTA CATARINA;PALMEIRA;59773
4438;SANTA CATARINA;PRINCESA;101934
4439;SANTA CATARINA;SALTINHO;313942
4440;SANTA CATARINA;SANTA TEREZINHA DO PROGRESSO;230459
4441;SANTA CATARINA;SANTIAGO DO SUL;46056
4442;SANTA CATARINA;SAO BERNARDINO;232465
4443;SANTA CATARINA;SAO PEDRO DE ALCANTARA;41424
4444;SANTA CATARINA;TIGRINHOS;100690
4445;SANTA CATARINA;TREVISO;32743
4446;SANTA CATARINA;ZORTEA;98468
4447;SANTA CATARINA;FORQUILHINHA;438938
4448;SANTA CATARINA;BOMBINHAS;197329
4449;SANTA CATARINA;MORRO GRANDE;86208
4450;SANTA CATARINA;PASSO DE TORRES;376701
4451;SANTA CATARINA;COCAL DO SUL;313091
4452;SANTA CATARINA;CAPIVARI DE BAIXO;600620
4453;SANTA CATARINA;SANGAO;263256
4454;SANTA CATARINA;BARRA DO SUL;369559
4455;SANTA CATARINA;SAO JOAO DO ITAPERIU;45338
4456;SANTA CATARINA;CALMON;515463
4457;SANTA CATARINA;SANTA TEREZINHA;424092
4458;SANTA CATARINA;BRACO DO TROMBUDO;34299
4459;SANTA CATARINA;MIRIM DOCE;103475
4460;SANTA CATARINA;MONTE CARLO;563406
4461;SANTA CATARINA;VARGEM;228853
4462;SANTA CATARINA;VARGEM BONITA;150885
4463;SANTA CATARINA;CERRO NEGRO;463864
4464;SANTA CATARINA;PONTE ALTA DO NORTE;164763
4465;SANTA CATARINA;RIO RUFINO;157871
4466;SANTA CATARINA;SAO CRISTOVAO DO SUL;176091
4467;SANTA CATARINA;MACIEIRA;73281
4468;SANTA CATARINA;AGUAS FRIAS;74710
4469;SANTA CATARINA;CORDILHEIRA ALTA;64043
4470;SANTA CATARINA;FORMOSA DO SUL;200856
4471;SANTA CATARINA;GUATAMBU;178391
4472;SANTA CATARINA;IRATI;116347
4473;SANTA CATARINA;JARDINOPOLIS;59316
4474;SANTA CATARINA;NOVA ITABERABA;228894
4475;SANTA CATARINA;NOVO HORIZONTE;101804
4476;SANTA CATARINA;PLANALTO ALEGRE;99868
4477;SANTA CATARINA;SUL BRASIL;162501
4478;SANTA CATARINA;ARABUTA;32024
4479;SANTA CATARINA;ARVOREDO;36317
4480;SANTA CATARINA;CORONEL MARTINS;140682
4481;SANTA CATARINA;IPUACU;823417
4482;SANTA CATARINA;LAGEADO GRANDE;57537
4483;SANTA CATARINA;OURO VERDE;102470
4484;SANTA CATARINA;PASSOS MAIA;504215
4485;SANTA CATARINA;BELMONTE;89361
4486;SANTA CATARINA;PARAISO;303530
4487;SANTA CATARINA;RIQUEZA;248214
4488;SANTA CATARINA;SANTA HELENA;88544
4489;SANTA CATARINA;SAO JOAO DO OESTE;110537
4490;SANTA CATARINA;SAO MIGUEL DA BOA VISTA;96843
4491;SANTA CATARINA;ABELARDO LUZ;1548889
4492;SANTA CATARINA;AGROLANDIA;219634
4493;SANTA CATARINA;AGRONOMICA;63583
4494;SANTA CATARINA;AGUA DOCE;327267
4495;SANTA CATARINA;AGUAS DE CHAPECO;176952
4496;SANTA CATARINA;AGUAS MORNAS;61606
4497;SANTA CATARINA;ALFREDO WAGNER;287531
4498;SANTA CATARINA;ANCHIETA;193839
4499;SANTA CATARINA;ANGELINA;161015
4500;SANTA CATARINA;ANITA GARIBALDI;814636
4501;SANTA CATARINA;ANITAPOLIS;126849
4502;SANTA CATARINA;ANTONIO CARLOS;78778
4503;SANTA CATARINA;ARAQUARI;1178769
4504;SANTA CATARINA;ARARANGUA;1894166
4505;SANTA CATARINA;ARMAZEM;218024
4506;SANTA CATARINA;ARROIO TRINTA;38108
4507;SANTA CATARINA;ASCURRA;39471
4508;SANTA CATARINA;ATALANTA;122077
4509;SANTA CATARINA;AURORA;75711
4510;SANTA CATARINA;BALNEARIO CAMBORIU;735497
4511;SANTA CATARINA;BARRA VELHA;441199
4512;SANTA CATARINA;BENEDITO NOVO;81654
4513;SANTA CATARINA;BIGUACU;1768420
4514;SANTA CATARINA;BLUMENAU;2936371
4515;SANTA CATARINA;BOM RETIRO;476283
4516;SANTA CATARINA;BOTUVERA;13927
4517;SANTA CATARINA;BRACO DO NORTE;618103
4518;SANTA CATARINA;BRUSQUE;875018
4519;SANTA CATARINA;CACADOR;1322370
4520;SANTA CATARINA;CAIBI;294620
4521;SANTA CATARINA;CAMBORIU;1769614
4522;SANTA CATARINA;CAMPO ALEGRE;454848
4523;SANTA CATARINA;CAMPO BELO DO SUL;690103
4524;SANTA CATARINA;CAMPO ERE;729943
4525;SANTA CATARINA;CAMPOS NOVOS;917259
4526;SANTA CATARINA;CANELINHA;610603
4527;SANTA CATARINA;CANOINHAS;1825938
4528;SANTA CATARINA;CAPINZAL;320478
4529;SANTA CATARINA;CATANDUVAS;291346
4530;SANTA CATARINA;CAXAMBU DO SUL;272760
4531;SANTA CATARINA;CHAPECO;3547913
4532;SANTA CATARINA;CONCORDIA;852393
4533;SANTA CATARINA;CORONEL FREITAS;316133
4534;SANTA CATARINA;CORUPA;171655
4535;SANTA CATARINA;CRICIUMA;3457583
4536;SANTA CATARINA;CUNHA PORA;355072
4537;SANTA CATARINA;CURITIBANOS;1666899
4538;SANTA CATARINA;DESCANSO;216645
4539;SANTA CATARINA;DIONISIO CERQUEIRA;1234165
4540;SANTA CATARINA;DONA EMMA;67394
4541;SANTA CATARINA;ERVAL VELHO;153560
4542;SANTA CATARINA;FAXINAL DOS GUEDES;335522
4543;SANTA CATARINA;FLORIANOPOLIS;4902301
4544;SANTA CATARINA;FRAIBURGO;1577179
4545;SANTA CATARINA;GALVAO;234566
4546;SANTA CATARINA;GOVERNADOR CELSO RAMOS;200546
4547;SANTA CATARINA;GAROPABA;552789
4548;SANTA CATARINA;GARUVA;429634
4549;SANTA CATARINA;GASPAR;546328
4550;SANTA CATARINA;GRAO PARA;114777
4551;SANTA CATARINA;GRAVATAL;306188
4552;SANTA CATARINA;GUABIRUBA;276185
4553;SANTA CATARINA;GUARACIABA;202753
4554;SANTA CATARINA;GUARAMIRIM;284361
4555;SANTA CATARINA;GUARUJA DO SUL;227709
4556;SANTA CATARINA;HERVAL D'OESTE;436877
4557;SANTA CATARINA;IBICARE;136886
4558;SANTA CATARINA;IBIRAMA;220149
4559;SANTA CATARINA;ICARA;1198003
4560;SANTA CATARINA;ILHOTA;141729
4561;SANTA CATARINA;IMARUI;770622
4562;SANTA CATARINA;IMBITUBA;1132737
4563;SANTA CATARINA;IMBUIA;218804
4564;SANTA CATARINA;INDAIAL;427097
4565;SANTA CATARINA;IPIRA;112832
4566;SANTA CATARINA;IPUMIRIM;178890
4567;SANTA CATARINA;IRANI;537853
4568;SANTA CATARINA;IRINEOPOLIS;657210
4569;SANTA CATARINA;ITA;112688
4570;SANTA CATARINA;ITAIOPOLIS;997721
4571;SANTA CATARINA;ITAJAI;3056564
4572;SANTA CATARINA;ITAPEMA;966995
4573;SANTA CATARINA;ITAPIRANGA;360219
4574;SANTA CATARINA;ITUPORANGA;302885
4575;SANTA CATARINA;JABORA;137334
4576;SANTA CATARINA;JACINTO MACHADO;449359
4577;SANTA CATARINA;JAGUARUNA;532012
4578;SANTA CATARINA;JARAGUA DO SUL;1525917
4579;SANTA CATARINA;JOACABA;502525
4580;SANTA CATARINA;JOINVILLE;5118929
4581;SANTA CATARINA;LACERDOPOLIS;25706
4582;SANTA CATARINA;LAGES;6398601
4583;SANTA CATARINA;LAGUNA;2094012
4584;SANTA CATARINA;LAURENTINO;99268
4585;SANTA CATARINA;LAURO MULLER;415156
4586;SANTA CATARINA;LEBON REGIS;1280189
4587;SANTA CATARINA;LEOBERTO LEAL;173173
4588;SANTA CATARINA;LONTRAS;139647
4589;SANTA CATARINA;LUIZ ALVES;123753
4590;SANTA CATARINA;MAFRA;1857965
4591;SANTA CATARINA;MAJOR GERCINO;148175
4592;SANTA CATARINA;MAJOR VIEIRA;522565
4593;SANTA CATARINA;MARAVILHA;651937
4594;SANTA CATARINA;MASSARANDUBA;98672
4595;SANTA CATARINA;MATOS COSTA;326544
4596;SANTA CATARINA;MELEIRO;177227
4597;SANTA CATARINA;MODELO;141538
4598;SANTA CATARINA;MONDAI;293875
4599;SANTA CATARINA;MONTE CASTELO;551759
4600;SANTA CATARINA;MORRO DA FUMACA;381703
4601;SANTA CATARINA;NAVEGANTES;1295440
4602;SANTA CATARINA;NOVA ERECHIM;115275
4603;SANTA CATARINA;NOVA TRENTO;168647
4604;SANTA CATARINA;NOVA VENEZA;185148
4605;SANTA CATARINA;ORLEANS;705605
4606;SANTA CATARINA;OURO;165166
4607;SANTA CATARINA;PALHOCA;2488008
4608;SANTA CATARINA;PALMA SOLA;538106
4609;SANTA CATARINA;PALMITOS;720934
4610;SANTA CATARINA;PAPANDUVA;932239
4611;SANTA CATARINA;PAULO LOPES;259796
4612;SANTA CATARINA;PEDRAS GRANDES;121616
4613;SANTA CATARINA;PENHA;510863
4614;SANTA CATARINA;PERITIBA;54554
4615;SANTA CATARINA;PETROLANDIA;176229
4616;SANTA CATARINA;PICARRAS;490395
4617;SANTA CATARINA;PINHALZINHO;427609
4618;SANTA CATARINA;PINHEIRO PRETO;77629
4619;SANTA CATARINA;PIRATUBA;113139
4620;SANTA CATARINA;POMERODE;67811
4621;SANTA CATARINA;PONTE ALTA;211347
4622;SANTA CATARINA;PONTE SERRADA;486542
4623;SANTA CATARINA;PORTO BELO;189246
4624;SANTA CATARINA;PORTO UNIAO;1104988
4625;SANTA CATARINA;POUSO REDONDO;292623
4626;SANTA CATARINA;PRAIA GRANDE;407114
4627;SANTA CATARINA;PRESIDENTE CASTELO BRANCO;36665
4628;SANTA CATARINA;PRESIDENTE GETULIO;99185
4629;SANTA CATARINA;PRESIDENTE NEREU;141283
4630;SANTA CATARINA;QUILOMBO;325885
4631;SANTA CATARINA;RANCHO QUEIMADO;51864
4632;SANTA CATARINA;RIO DAS ANTAS;296712
4633;SANTA CATARINA;RIO DO CAMPO;211380
4634;SANTA CATARINA;RIO DO OESTE;126603
4635;SANTA CATARINA;RIO DOS CEDROS;81904
4636;SANTA CATARINA;RIO DO SUL;575064
4637;SANTA CATARINA;RIO FORTUNA;60054
4638;SANTA CATARINA;RIO NEGRINHO;1050585
4639;SANTA CATARINA;RODEIO;53245
4640;SANTA CATARINA;ROMELANDIA;428878
4641;SANTA CATARINA;SALETE;92848
4642;SANTA CATARINA;SALTO VELOSO;100650
4643;SANTA CATARINA;SANTA CECILIA;806514
4644;SANTA CATARINA;SANTA ROSA DE LIMA;42593
4645;SANTA CATARINA;SANTO AMARO DA IMPERATRIZ;245680
4646;SANTA CATARINA;SAO BENTO DO SUL;1242152
4647;SANTA CATARINA;SAO BONIFACIO;106031
4648;SANTA CATARINA;SAO CARLOS;255092
4649;SANTA CATARINA;SAO DOMINGOS;505070
4650;SANTA CATARINA;SAO FRANCISCO DO SUL;961203
4651;SANTA CATARINA;SAO JOAO BATISTA;484560
4652;SANTA CATARINA;SAO JOAO DO SUL;461857
4653;SANTA CATARINA;SAO JOAQUIM;666930
4654;SANTA CATARINA;SAO JOSE;2368906
4655;SANTA CATARINA;SAO JOSE DO CEDRO;336519
4656;SANTA CATARINA;SAO JOSE DO CERRITO;607905
4657;SANTA CATARINA;SAO LOURENCO D'OESTE;677840
4658;SANTA CATARINA;SAO LUDGERO;169211
4659;SANTA CATARINA;SAO MARTINHO;89141
4660;SANTA CATARINA;SAO MIGUEL D'OESTE;864496
4661;SANTA CATARINA;SAUDADES;136550
4662;SANTA CATARINA;SCHROEDER;160300
4663;SANTA CATARINA;SEARA;327397
4664;SANTA CATARINA;SIDEROPOLIS;152190
4665;SANTA CATARINA;SOMBRIO;867654
4666;SANTA CATARINA;TAIO;455353
4667;SANTA CATARINA;TANGARA;238852
4668;SANTA CATARINA;TIJUCAS;570657
4669;SANTA CATARINA;TIMBO;213074
4670;SANTA CATARINA;TRES BARRAS;1165970
4671;SANTA CATARINA;TREZE DE MAIO;233380
4672;SANTA CATARINA;TREZE TILIAS;117627
4673;SANTA CATARINA;TROMBUDO CENTRAL;161138
4674;SANTA CATARINA;TUBARAO;1016831
4675;SANTA CATARINA;TURVO;194769
4676;SANTA CATARINA;URUBICI;413094
4677;SANTA CATARINA;URUSSANGA;273653
4678;SANTA CATARINA;VARGEAO;152946
4679;SANTA CATARINA;VIDAL RAMOS;227705
4680;SANTA CATARINA;VIDEIRA;875064
4681;SANTA CATARINA;WITMARSUM;109020
4682;SANTA CATARINA;XANXERE;788064
4683;SANTA CATARINA;XAVANTINA;92874
4684;SANTA CATARINA;XAXIM;657312
4685;SANTA CATARINA;BOM JARDIM DA SERRA;316467
4686;SANTA CATARINA;MARACAJA;190622
4687;SANTA CATARINA;TIMBE DO SUL;294296
4688;SANTA CATARINA;CORREIA PINTO;774140
4689;SANTA CATARINA;OTACILIO COSTA;380791
4690;SANTA CATARINA;ABDON BATISTA;170507
4691;SANTA CATARINA;APIUNA;110634
4692;SANTA CATARINA;CELSO RAMOS;203049
4693;SANTA CATARINA;DOUTOR PEDRINHO;42086
4694;SANTA CATARINA;IPORA DO OESTE;80414
4695;SANTA CATARINA;IRACEMINHA;258352
4696;SANTA CATARINA;JOSE BOITEUX;346790
4697;SANTA CATARINA;LINDOIA DO SUL;111089
4698;SANTA CATARINA;MAREMA;61087
4699;SANTA CATARINA;SANTA ROSA DO SUL;319895
4700;SANTA CATARINA;TIMBO GRANDE;797287
4701;SANTA CATARINA;UNIAO DO OESTE;175847
4702;SANTA CATARINA;URUPEMA;133830
4703;SANTA CATARINA;VITOR MEIRELES;281852
4704;SANTA CATARINA;ITAPOA;286332
4705;SANTA CATARINA;SERRA ALTA;92754
4706;SANTA CATARINA;TUNAPOLIS;79392
4707;SÃO PAULO;ARCO-IRIS;116816
4708;SÃO PAULO;BREJO ALEGRE;197394
4709;SÃO PAULO;CANAS;304912
4710;SÃO PAULO;FERNAO;81646
4711;SÃO PAULO;GAVIAO PEIXOTO;145068
4712;SÃO PAULO;IPIGUA;91318
4713;SÃO PAULO;JUMIRIM;24726
4714;SÃO PAULO;NANTES;120889
4715;SÃO PAULO;NOVA CASTILHO;16513
4716;SÃO PAULO;OUROESTE;328375
4717;SÃO PAULO;PAULISTANIA;80176
4718;SÃO PAULO;PRACINHA;107668
4719;SÃO PAULO;PRATANIA;156327
4720;SÃO PAULO;QUADRA;133054
4721;SÃO PAULO;RIBEIRAO DOS INDIOS;107156
4722;SÃO PAULO;SANTA CRUZ DA ESPERANCA;91464
4723;SÃO PAULO;SANTA SALETE;51264
4724;SÃO PAULO;TAQUARAL;67165
4725;SÃO PAULO;TRABIJU;24588
4726;SÃO PAULO;VITORIA BRASIL;36582
4727;SÃO PAULO;LOURDES;77420
4728;SÃO PAULO;SANTO ANTONIO DO ARACANGUA;218454
4729;SÃO PAULO;SAO JOAO DE IRACEMA;60603
4730;SÃO PAULO;ILHA SOLTEIRA;533886
4731;SÃO PAULO;SUZANOPOLIS;263483
4732;SÃO PAULO;CANITAR;324236
4733;SÃO PAULO;ENGENHEIRO COELHO;732364
4734;SÃO PAULO;HORTOLANDIA;6566726
4735;SÃO PAULO;HOLAMBRA;168760
4736;SÃO PAULO;TUIUTI;242478
4737;SÃO PAULO;VARGEM;500145
4738;SÃO PAULO;ESTIVA GERBI;276323
4739;SÃO PAULO;EMILIANOPOLIS;90860
4740;SÃO PAULO;PEDRINHAS PAULISTA;107466
4741;SÃO PAULO;BERTIOGA;1971106
4742;SÃO PAULO;CAJATI;2581613
4743;SÃO PAULO;ILHA COMPRIDA;535181
4744;SÃO PAULO;UBARANA;349157
4745;SÃO PAULO;ZACARIAS;55966
4746;SÃO PAULO;ELISIARIO;61326
4747;SÃO PAULO;MARAPOAMA;85688
4748;SÃO PAULO;NOVAIS;65366
4749;SÃO PAULO;ASPASIA;30640
4750;SÃO PAULO;MESOPOLIS;71814
4751;SÃO PAULO;NOVA CANAA PAULISTA;107127
4752;SÃO PAULO;PONTALINDA;278741
4753;SÃO PAULO;PARISI;68698
4754;SÃO PAULO;ARAPEI;188990
4755;SÃO PAULO;POTIM;1289765
4756;SÃO PAULO;ALAMBARI;196095
4757;SÃO PAULO;BARRA DO CHAPEU;792306
4758;SÃO PAULO;CAMPINA DO MONTE ALEGRE;380435
4759;SÃO PAULO;ITAOCA;384892
4760;SÃO PAULO;ITAPIRAPUA PAULISTA;523707
4761;SÃO PAULO;RIBEIRAO GRANDE;666845
4762;SÃO PAULO;BOM SUCESSO DE ITARARE;427193
4763;SÃO PAULO;NOVA CAMPINA;757759
4764;SÃO PAULO;TAQUARIVAI;470825
